timestep,episode,fps,elapsed_time,ep_len_mean,ep_rew_mean,train/loss,train/learning_rate,train/n_updates,rollout/exploration_rate,time/total_timesteps
175000,0,242.53600780024385,721.5423457622528,0,0,0.004572713864035904,0.0002,84998,0.57125245,175000
180000,0,242.61899712552034,741.9039816856384,0,0,0.00024047673650784418,0.0002,87498,0.5590024499999999,180000
185000,0,242.6198458475611,762.509758234024,0,0,0.0039040545816533267,0.0002,89998,0.54675245,185000
190000,0,242.7182525634311,782.8006258010864,0,0,0.004851984558627009,0.0002,92498,0.53450245,190000
195000,0,242.69606464419482,803.4740912914276,0,0,0.002608788723591715,0.0002,94998,0.5222524499999999,195000
200000,0,242.7450716005836,823.9096212387085,0,0,0.010668769013136625,0.0002,97498,0.51000245,200000
205000,0,238.22829574447547,860.5191056728363,0,0,0.08040269615594298,0.0002,99998,0.49775245000000023,205000
210000,0,238.15924240443294,881.7629661560059,0,0,0.0773990894376766,0.0002,102498,0.4855024499999999,210000
215000,0,238.1314070089025,902.8628466129303,0,0,0.07824518147390336,0.0002,104998,0.47325245000000016,215000
220000,0,238.11172125370507,923.9360365867615,0,0,0.07645718737330753,0.0002,107498,0.46100244999999984,220000
225000,0,238.06828813292012,945.1069765090942,0,0,0.0004541788075584918,0.0002,109998,0.4487524500000002,225000
230000,0,238.0770357124517,966.0738563537598,0,0,0.0007348070503212512,0.0002,112498,0.4365024499999999,230000
235000,0,238.04243360015488,987.218944311142,0,0,0.004436689778231084,0.0002,114998,0.4242524500000001,235000
240000,0,237.99481375543797,1008.4253358840942,0,0,0.0023811546561773866,0.0002,117498,0.41200245000000013,240000
245000,0,237.92966553246296,1029.7160694599152,0,0,0.005134817212820053,0.0002,119998,0.39975245000000015,245000
250000,0,237.9163501980812,1050.7894887924194,0,0,0.0006523306510644034,0.0002,122498,0.38750245000000016,250000
255000,0,237.7927718126184,1072.3622844219208,0,0,0.07912886224221438,0.0002,124998,0.37525245000000007,255000
260000,0,237.7062453971199,1093.7869956493378,0,0,0.07931097387336195,0.0002,127498,0.3630024500000001,260000
265000,0,237.62694726458747,1115.1933863162994,0,0,0.14799103140830994,0.0002,129998,0.35075245,265000
270000,0,237.6020939599974,1136.3536217212677,0,0,0.08847078075632453,0.0002,132498,0.3385024500000001,270000
275000,0,237.52772757866583,1157.7595710754395,0,0,0.1561838760972023,0.0002,134998,0.32625245000000014,275000
280000,0,237.45008071806743,1179.1952192783356,0,0,0.010948852635920048,0.0002,137498,0.31400245000000004,280000
285000,0,237.42940157286677,1200.3568139076233,0,0,0.16475127910962328,0.0002,139998,0.30175245000000006,285000
290000,0,237.47562787126682,1221.1779482364655,0,0,0.08002061117440462,0.0002,142498,0.28950244999999997,290000
295000,0,237.4986487812507,1242.1123299598694,0,0,0.0007727595948381349,0.0002,144998,0.2772524500000001,295000
300000,0,237.43325457676514,1263.5129840373993,0,0,0.005755969090387225,0.0002,147498,0.26500245,300000
305000,0,235.08173197938908,1297.4211030006409,0,0,0.2212892953248229,0.0002,149998,0.25275245,305000
310000,0,235.046131059903,1318.8900349140167,0,0,0.09762099059298635,0.0002,152498,0.24050244999999992,310000
315000,0,235.02407925041726,1340.2881994247437,0,0,0.0006947705987840891,0.0002,154998,0.22825244999999994,315000
320000,0,234.98774818585397,1361.773124217987,0,0,0.1581116709858179,0.0002,157498,0.2160024500000003,320000
325000,0,234.93146725866896,1383.3821573257446,0,0,0.15323554817587137,0.0002,159998,0.20375244999999997,325000
330000,0,234.90210897275009,1404.840516090393,0,0,0.21802100911736488,0.0002,162498,0.1915024500000002,330000
335000,0,234.86177530097754,1426.3708922863007,0,0,0.13682087539928034,0.0002,164998,0.1792524499999999,335000
340000,0,234.80533579281774,1448.007980108261,0,0,0.6065549775958061,0.0002,167498,0.16700245000000014,340000
345000,0,234.77322690791325,1469.5031650066376,0,0,0.15957044064998627,0.0002,169998,0.15475244999999993,345000
350000,0,234.72180540185244,1491.1269083023071,0,0,0.24336319416761398,0.0002,172498,0.14250245000000017,350000
355000,0,234.6439035470425,1512.930848121643,0,0,0.16463881731033325,0.0002,174998,0.13025244999999985,355000
360000,0,234.56267869646308,1534.7710130214691,0,0,0.22114118188619614,0.0002,177498,0.11800245000000009,360000
365000,0,234.4907065225585,1556.5648865699768,0,0,0.09689902944955975,0.0002,179998,0.10575244999999978,365000
370000,0,234.43656449164394,1578.2520990371704,0,0,0.144238973967731,0.0002,182498,0.09350245000000024,370000
375000,0,234.37159706657008,1600.0232310295105,0,0,0.13809106405824423,0.0002,184998,0.08125244999999992,375000
380000,0,234.2946072678615,1621.8896560668945,0,0,0.15034215987543575,0.0002,187498,0.06900245000000016,380000
385000,0,234.23194075156914,1643.669939994812,0,0,0.0061794648063369095,0.0002,189998,0.056752450000000065,385000
390000,0,234.15894051480277,1665.5353801250458,0,0,0.031851820880547166,0.0002,192498,0.04450245000000008,390000
395000,0,234.23225466438663,1686.3604056835175,0,0,0.13411197811365128,0.0002,194998,0.0322524500000001,395000
400000,0,234.50134785318954,1705.7471253871918,0,0,0.09489516448229551,0.0002,197498,0.020002450000000116,400000
405000,0,233.2233762282986,1736.5326175689697,0,0,0.08399774320423603,0.0002,199998,0.02,405000
410000,0,233.4884373596425,1755.9756047725677,0,0,0.24864719808101654,0.0002,202498,0.02,410000
415000,0,233.73188589817045,1775.5386621952057,0,0,0.13823551405221224,0.0002,204998,0.02,415000
420000,0,233.84917350173188,1796.0294394493103,0,0,0.07135402597486973,0.0002,207498,0.02,420000
425000,0,233.9645152119338,1816.5147805213928,0,0,0.049699026392772794,0.0002,209998,0.02,425000
430000,0,234.07173941236704,1837.0436391830444,0,0,0.2692679986357689,0.0002,212498,0.02,430000
435000,0,234.1883561428123,1857.479198217392,0,0,0.08029373735189438,0.0002,214998,0.02,435000
440000,0,234.27479212566826,1878.1363372802734,0,0,0.1263752207159996,0.0002,217498,0.02,440000
445000,0,234.36471053741954,1898.7500250339508,0,0,0.5679739713668823,0.0002,219998,0.02,445000
450000,0,234.4527180595913,1919.36354470253,0,0,0.24922823905944824,0.0002,222498,0.02,450000
455000,0,234.54707273130597,1939.9090967178345,0,0,0.2843284606933594,0.0002,224998,0.02,455000
460000,0,234.66081517719073,1960.2761528491974,0,0,0.10527888499200344,0.0002,227498,0.02,460000
465000,0,234.77170172604994,1980.6475677490234,0,0,0.1894209384918213,0.0002,229998,0.02,465000
470000,0,234.8605198171304,2001.1877703666687,0,0,0.31513611972332,0.0002,232498,0.02,470000
475000,0,235.03123846744978,2021.007943868637,0,0,0.5124411433935165,0.0002,234998,0.02,475000
480000,0,235.24857578276072,2040.394924402237,0,0,0.1752944365143776,0.0002,237498,0.02,480000
485000,0,235.48505686297437,2059.5786690711975,0,0,0.48467516899108887,0.0002,239998,0.02,485000
490000,0,235.71040851664787,2078.8220727443695,0,0,0.18318227026611567,0.0002,242498,0.02,490000
495000,0,235.93754377579918,2098.0128557682037,0,0,0.3483799695968628,0.0002,244998,0.02,495000
500000,0,236.16202855485352,2117.1904859542847,0,0,0.3780483044683933,0.0002,247498,0.02,500000
505000,0,235.84611917209816,2141.226668357849,0,0,0.2859730124473572,0.0002,249998,0.02,505000
510000,0,236.06200505234006,2160.4493272304535,0,0,0.2813626267015934,0.0002,252498,0.02,510000
515000,0,236.26733537905162,2179.7342369556427,0,0,0.15482293628156185,0.0002,254998,0.02,515000
520000,0,236.43066142232462,2199.376328229904,0,0,0.18399766087532043,0.0002,257498,0.02,520000
525000,0,236.62974400786337,2218.655994415283,0,0,0.13694123923778534,0.0002,259998,0.02,525000
530000,0,236.8331048082034,2237.8628208637238,0,0,0.8025533184409142,0.0002,262498,0.02,530000
535000,0,237.0162797124375,2257.228915452957,0,0,0.1085896659642458,0.0002,264998,0.02,535000
540000,0,237.157940059118,2276.963612794876,0,0,0.34864458441734314,0.0002,267498,0.02,540000
545000,0,237.35261705641227,2296.1617476940155,0,0,0.5239043682813644,0.0002,269998,0.02,545000
550000,0,237.51585128622216,2315.634922981262,0,0,0.8821044564247131,0.0002,272498,0.02,550000
555000,0,237.6793140177925,2335.079105615616,0,0,0.6830971539020538,0.0002,274998,0.02,555000
560000,0,237.8641272819031,2354.2852232456207,0,0,0.28935737907886505,0.0002,277498,0.02,560000
565000,0,238.04289406614473,2373.521806716919,0,0,1.607567846775055,0.0002,279998,0.02,565000
570000,0,238.18547578007406,2393.0930218696594,0,0,1.4204843044281006,0.0002,282498,0.02,570000
575000,0,238.34360284944074,2412.483461380005,0,0,1.7667458653450012,0.0002,284998,0.02,575000
580000,0,238.49137048605647,2431.9538221359253,0,0,2.094958186149597,0.0002,287498,0.02,580000
585000,0,238.63635316576432,2451.4286789894104,0,0,3.13917338848114,0.0002,289998,0.02,585000
590000,0,238.74769011062867,2471.2280974388123,0,0,4.579275608062744,0.0002,292498,0.02,590000
595000,0,238.88025991581304,2490.7876448631287,0,0,5.85943603515625,0.0002,294998,0.02,595000
600000,0,238.99182889142682,2510.5460834503174,0,0,5.747851371765137,0.0002,297498,0.02,600000
605000,0,238.9603202883562,2531.8010926246643,0,0,9.154176712036133,0.0002,299998,0.02,605000
610000,0,239.08392592438588,2551.4053177833557,0,0,30.67561435699463,0.0002,302498,0.02,610000
615000,0,239.1831948232004,2571.2508792877197,0,0,17.492645740509033,0.0002,304998,0.02,615000
620000,0,239.30699317826245,2590.814383506775,0,0,34.089874267578125,0.0002,307498,0.02,620000
625000,0,239.4440859728598,2610.2127244472504,0,0,17.914154529571533,0.0002,309998,0.02,625000
630000,0,239.53762063215615,2630.0670363903046,0,0,32.1450080871582,0.0002,312498,0.02,630000
635000,0,239.7030347513725,2649.1112248897552,0,0,25.895865440368652,0.0002,314998,0.02,635000
640000,0,239.85212802023392,2668.310701608658,0,0,66.57632064819336,0.0002,317498,0.02,640000
645000,0,239.97916679087012,2687.7333087921143,0,0,59.13563537597656,0.0002,319998,0.02,645000
650000,0,240.10237352804822,2707.1785690784454,0,0,76.86439895629883,0.0002,322498,0.02,650000
655000,0,240.25939582710257,2726.2201244831085,0,0,55.24116325378418,0.0002,324998,0.02,655000
660000,0,240.36940235321794,2745.7737696170807,0,0,78.34502792358398,0.0002,327498,0.02,660000
665000,0,240.51706554136422,2764.8765733242035,0,0,114.08242416381836,0.0002,329998,0.02,665000
670000,0,240.62183057088782,2784.4522602558136,0,0,125.70430755615234,0.0002,332498,0.02,670000
675000,0,240.76445371417452,2803.57000207901,0,0,285.4910888671875,0.0002,334998,0.02,675000
680000,0,240.8976174224386,2822.775946378708,0,0,183.98670959472656,0.0002,337498,0.02,680000
685000,0,241.02364172258646,2842.0448513031006,0,0,243.7497100830078,0.0002,339998,0.02,685000
690000,0,241.1191047698389,2861.656278371811,0,0,189.53543090820312,0.0002,342498,0.02,690000
695000,0,241.24738335538052,2880.8602619171143,0,0,543.9933166503906,0.0002,344998,0.02,695000
700000,0,241.39650843571718,2899.793391942978,0,0,481.04469299316406,0.0002,347498,0.02,700000
705000,0,240.5213930446443,2931.132200241089,0,0,758.5068359375,0.0002,349998,0.02,705000
710000,0,240.6718485668618,2950.0749847888947,0,0,278.5222702026367,0.0002,352498,0.02,710000
715000,0,240.82714812302214,2968.9343812465668,0,0,486.8009338378906,0.0002,354998,0.02,715000
720000,0,240.98822508312625,2987.6978418827057,0,0,544.3414916992188,0.0002,357498,0.02,720000
725000,0,241.12145485966894,3006.7834503650665,0,0,925.3917236328125,0.0002,359998,0.02,725000
730000,0,241.28344014353627,3025.487366914749,0,0,1133.5272827148438,0.0002,362498,0.02,730000
735000,0,241.43423257468885,3044.307313680649,0,0,663.4908142089844,0.0002,364998,0.02,735000
740000,0,241.5509611455859,3063.5357296466827,0,0,1678.5799865722656,0.0002,367498,0.02,740000
745000,0,241.67495316201783,3082.652919769287,0,0,432.85447692871094,0.0002,369998,0.02,745000
750000,0,241.8086711160254,3101.6257462501526,0,0,1691.3587646484375,0.0002,372498,0.02,750000
755000,0,241.90341192035754,3121.0804097652435,0,0,1980.32568359375,0.0002,374998,0.02,755000
760000,0,242.01101382200804,3140.35294508934,0,0,1309.0508422851562,0.0002,377498,0.02,760000
765000,0,242.11524839993803,3159.652293920517,0,0,1302.2605590820312,0.0002,379998,0.02,765000
770000,0,242.22402831288463,3178.8753798007965,0,0,5246.831298828125,0.0002,382498,0.02,770000
775000,0,242.36274215353785,3197.6862165927887,0,0,735.1301879882812,0.0002,384998,0.02,775000
780000,0,242.4760771253444,3216.812187194824,0,0,1341.4862976074219,0.0002,387498,0.02,780000
785000,0,242.58124059753206,3236.0292909145355,0,0,1519.8695068359375,0.0002,389998,0.02,785000
790000,0,242.6961276657879,3255.099319458008,0,0,1628.8602905273438,0.0002,392498,0.02,790000
795000,0,242.81937347069834,3274.038593530655,0,0,1573.9249877929688,0.0002,394998,0.02,795000
800000,0,242.93972272323057,3292.9979133605957,0,0,1816.4580688476562,0.0002,397498,0.02,800000
805000,0,242.10405201795098,3325.0166335105896,0,0,2156.4862670898438,0.0002,399998,0.02,805000
810000,0,242.1961081310549,3344.3972582817078,0,0,2677.266357421875,0.0002,402498,0.02,810000
815000,0,242.314446291818,3363.398313522339,0,0,5812.8974609375,0.0002,404998,0.02,815000
820000,0,242.41171520560772,3382.674798965454,0,0,3533.1932373046875,0.0002,407498,0.02,820000
825000,0,242.53105390835398,3401.626252412796,0,0,2088.130615234375,0.0002,409998,0.02,825000
830000,0,242.6430982027228,3420.6618945598602,0,0,4240.03076171875,0.0002,412498,0.02,830000
835000,0,242.7597075961308,3439.6152815818787,0,0,2587.8193359375,0.0002,414998,0.02,835000
840000,0,242.85057330925582,3458.917096853256,0,0,4266.923828125,0.0002,417498,0.02,840000
845000,0,242.95705474784546,3477.98091673851,0,0,3111.2254638671875,0.0002,419998,0.02,845000
850000,0,243.05371985856593,3497.169269800186,0,0,4609.466064453125,0.0002,422498,0.02,850000
855000,0,243.1449715980871,3516.420653820038,0,0,3844.5997314453125,0.0002,424998,0.02,855000
860000,0,243.23271895958072,3535.7085332870483,0,0,3815.5419921875,0.0002,427498,0.02,860000
865000,0,243.3042942143565,3555.2187962532043,0,0,6011.251953125,0.0002,429998,0.02,865000
870000,0,243.37595479344225,3574.7163302898407,0,0,7151.82275390625,0.0002,432498,0.02,870000
875000,0,243.44744604742365,3594.2048857212067,0,0,5181.8638916015625,0.0002,434998,0.02,875000
880000,0,243.53386719513531,3613.4604609012604,0,0,5437.909912109375,0.0002,437498,0.02,880000
885000,0,243.61175130319447,3632.8296778202057,0,0,8125.97900390625,0.0002,439998,0.02,885000
890000,0,243.6775116274792,3652.368222475052,0,0,6727.513671875,0.0002,442498,0.02,890000
895000,0,243.78123844447845,3671.324363231659,0,0,13867.9921875,0.0002,444998,0.02,895000
900000,0,243.83095711520374,3691.081766843796,0,0,7822.227783203125,0.0002,447498,0.02,900000
905000,0,243.8328373225894,3711.5591564178467,0,0,8548.2294921875,0.0002,449998,0.02,905000
910000,0,243.93478624956896,3730.5052468776703,0,0,7878.553955078125,0.0002,452498,0.02,910000
915000,0,244.04450777660955,3749.316091299057,0,0,9217.0546875,0.0002,454998,0.02,915000
920000,0,244.1398732060859,3768.3316040039062,0,0,15892.40478515625,0.0002,457498,0.02,920000
925000,0,244.2231814734184,3787.5192453861237,0,0,7698.29541015625,0.0002,459998,0.02,925000
930000,0,244.3103610146916,3806.633481025696,0,0,10085.123779296875,0.0002,462498,0.02,930000
935000,0,244.39861166741983,3825.7173132896423,0,0,5527.00830078125,0.0002,464998,0.02,935000
940000,0,244.49307529415114,3844.689666032791,0,0,8528.72900390625,0.0002,467498,0.02,940000
945000,0,244.58418177647286,3863.7003960609436,0,0,22256.134765625,0.0002,469998,0.02,945000
950000,0,244.68421042386845,3882.555389881134,0,0,15043.36962890625,0.0002,472498,0.02,950000
955000,0,244.77272823841795,3901.578443288803,0,0,31309.94140625,0.0002,474998,0.02,955000
960000,0,244.84351860999672,3920.871605873108,0,0,14579.71923828125,0.0002,477498,0.02,960000
965000,0,244.9183127044147,3940.0892050266266,0,0,12149.81494140625,0.0002,479998,0.02,965000
970000,0,244.9885359247686,3959.3689408302307,0,0,10197.97265625,0.0002,482498,0.02,970000
975000,0,245.06094540620288,3978.6021325588226,0,0,19864.44140625,0.0002,484998,0.02,975000
980000,0,245.12533596603922,3997.9547448158264,0,0,7395.78955078125,0.0002,487498,0.02,980000
985000,0,245.2137455339354,4016.903692960739,0,0,18854.7568359375,0.0002,489998,0.02,985000
990000,0,245.3033686648545,4035.8190162181854,0,0,10138.94775390625,0.0002,492498,0.02,990000
995000,0,245.38560801915935,4054.842531442642,0,0,18662.216796875,0.0002,494998,0.02,995000
1000000,0,245.45564343488442,4074.055849790573,0,0,12967.892578125,0.0002,497498,0.02,1000000
